Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Weather_Description,Work_Suitability,Flood_Risk
"Jamnagar, Gujarat",1/11/2024,27.46,54.06,10.90548389,13.98,Heavy Rainfall,No,High
"Mumbai, Maharashtra",4/28/2024,30.25,80.94,1.216268916,16.31,Moderate Rainfall,Yes,Low
Delhi,4/29/2024,32.83,31.84,1.175444613,9.87,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2/17/2024,-6.011061903,43.60009393,12.94646575,27.93585791,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2/8/2024,30.59,83.86,0.871402192,6.77,Other,Yes,Low
"Raipur, Chhattisgarh",2/25/2024,32.8,35.08,3.25270364,8.55,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",1/10/2024,34.9,40.01,7.880520444,18.64,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2/7/2024,30.65,42.3,2.608904074,17.1,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",5/5/2024,22.59,59.24,3.527288819,11.25,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",1/29/2024,24.66,56.67,6.999955124,12.14,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",1/31/2024,37.28,76.8,5.864984632,27.5,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",1/26/2024,32.3,45.26,9.983801396,5.58,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",3/16/2024,30.15,36.05,4.503243856,18.65,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",1/21/2024,27.24,59.57,0.203030924,27.58,Clear,Yes,Low
"Pata, Uttar Pradesh",4/23/2024,13.75,74.2,3.985789484,9.95,Moderate Rainfall,Yes,Low
"Kochi, Kerala",1/4/2024,25.36,90.45,8.287619789,14.22,Heavy Rainfall,No,High
"Kota, Rajasthan",5/17/2024,27.78,23.47,6.592796079,7.03,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",5/16/2024,29.79,44.34,6.354204706,20.8,Moderate Rainfall,Yes,High
"Indore, Madhya Pradesh",5/17/2024,26.8,39.95,3.189026163,18.33,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",1/6/2024,32.44,50.46,9.951829672,9.11,Heavy Rainfall,No,High
"Jamnagar, Gujarat",3/19/2024,32.68,46.19,9.95350145,8.96,Heavy Rainfall,No,High
"Mumbai, Maharashtra",4/23/2024,30.31,86.24,6.89486878,12.71,Moderate Rainfall,Yes,High
Delhi,4/23/2024,12.55,43.04,0.366893423,16.28,Clear,Yes,Low
"Bengaluru, Karnataka",1/18/2024,7.772729551,47.40153585,9.082952581,5.802833726,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2/9/2024,35.94,65.15,5.146260307,7.94,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",4/26/2024,27.64,55.01,3.49657838,5.41,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",5/11/2024,34.01,31.23,4.977128626,11.31,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",1/28/2024,22,46.21,2.454548674,9.44,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",1/2/2024,24.79,53.5,8.732425348,18.62,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",5/1/2024,33.73,50.28,0.153558901,27.24,Clear,Yes,Low
"Kakinada, Andhra Pradesh",4/14/2024,36.77,60.22,1.392144863,14.37,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",4/14/2024,23.69,47.63,6.178817688,14.59,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",5/1/2024,38.98,60.52,0.177860401,12.46,Clear,Yes,Low
"Bijaipur, Madhya Pradesh",3/20/2024,26.98,47.53,7.481082343,23.88,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",1/16/2024,12.61,56.07,8.383838767,11.71,Heavy Rainfall,No,High
"Kochi, Kerala",1/1/2024,25.42,73.66,8.709891933,13.16,Heavy Rainfall,No,High
"Kota, Rajasthan",1/7/2024,41.57,42.52,0.808906029,10.88,Clear,Yes,Low
"Nagpur, Maharashtra",1/11/2024,30.65,64.12,7.731377917,14.08,Heavy Rainfall,No,Low
"Indore, Madhya Pradesh",2/26/2024,24.77,33.55,3.869389188,11.79,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",1/10/2024,29.03,54.06,1.271641162,17.51,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",3/31/2024,36.43,44.95,6.212014604,17.23,Moderate Rainfall,Yes,High
"Mumbai, Maharashtra",2/24/2024,33.66,88.2,9.096868225,15.77,Heavy Rainfall,No,High
Delhi,3/22/2024,24.54,35.12,4.521560854,18.07,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",4/4/2024,25.62219255,48.51923071,9.214488068,27.57296161,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",1/24/2024,33.81,62.06,2.245475053,18.33,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2/8/2024,28.98,58.98,5.728758857,15.92,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2/6/2024,21.14,41.25,2.434826887,17.2,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2/16/2024,18.85,54.32,2.934220698,14.4,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",1/20/2024,31.03,62.87,8.913098525,15.33,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",3/11/2024,22.27,56.65,9.139729477,25.29,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",1/9/2024,27.24,81.5,9.10236803,29.36,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",1/9/2024,29.99,56.54,2.785746284,10.38,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",3/16/2024,38.88,48.79,9.979187021,11.5,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",1/20/2024,22.05,45.88,8.619248147,12.88,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2/12/2024,15.26,66.02,10.5228307,9.54,Heavy Rainfall,No,High
"Kochi, Kerala",3/20/2024,31.54,88.19,2.970347759,12.54,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",3/8/2024,29.7,29.13,1.778980345,9.99,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",1/14/2024,31.88,48.98,8.58011276,24.38,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",1/10/2024,34.62,51.64,2.056222099,14.24,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",4/1/2024,31.78,65.3,1.152886178,15.81,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",3/5/2024,23.06,62.74,1.626747535,11.27,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",3/29/2024,33.74,61.19,5.245743391,19.24,Moderate Rainfall,Yes,Low
Delhi,5/10/2024,32.36,30.74,5.211535172,24.37,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",4/21/2024,21.28117016,31.67529756,4.996951238,9.338317248,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",5/15/2024,33.21,70.95,8.277097021,11.29,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",3/13/2024,36.03,34.9,7.492390043,10.54,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",3/4/2024,22.11,56.86,7.310646592,16.59,Heavy Rainfall,No,Low
"Noida, Uttar Pradesh",1/30/2024,18.12,49.8,4.051369097,16.84,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",3/11/2024,24.64,47.48,7.146406838,5.8,Heavy Rainfall,No,Low
"Vijaipur, Madhya Pradesh",4/17/2024,20.86,46.51,0.31551912,28.97,Other,Yes,Low
"Kakinada, Andhra Pradesh",1/20/2024,30.34,67.94,0.683343172,27.41,Other,Yes,Low
"Jagdishpur, Uttar Pradesh",3/28/2024,24.93,56.18,4.46940322,20.25,Moderate Rainfall,Yes,High
"Bina, Madhya Pradesh",4/23/2024,35.91,49.96,9.979414016,11.07,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",3/16/2024,35.05,35.81,6.313113487,22,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",3/7/2024,23.94,57.42,9.069381427,11.53,Heavy Rainfall,No,High
"Kochi, Kerala",4/17/2024,31.67,84.5,4.788562907,6.59,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",3/12/2024,28.21,38.02,8.005038511,12.67,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2/5/2024,36.95,55.28,3.504570123,15.76,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",4/11/2024,32.24,44.29,3.709748156,23.44,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",4/13/2024,30.93,57.48,2.260028776,18.22,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",3/12/2024,28.62,55.82,3.330591225,14.03,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",3/23/2024,29.84,73.84,3.376015409,11.77,Moderate Rainfall,Yes,Low
Delhi,3/2/2024,33.43,41.3,3.384219134,29.26,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",5/15/2024,24.59320609,44.87767288,1.011574,11.11041816,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2/21/2024,36.13,75.83,8.420789867,12.13,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",4/7/2024,30.55,56.33,0.104028638,15.03,Clear,Yes,Low
"Agra, Uttar Pradesh",3/8/2024,27.75,57.06,4.247660527,13.92,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",5/1/2024,21.64,32.82,4.755864363,15.62,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",1/8/2024,32.33,47.11,7.003474318,7.02,Heavy Rainfall,No,Low
"Vijaipur, Madhya Pradesh",5/6/2024,28.88,40,5.369022939,23.03,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2/3/2024,33.47,71.5,3.682315522,24.17,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2/20/2024,27.39,54.75,3.306952795,23.38,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2/7/2024,21.98,63.81,9.341350005,26.88,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2/1/2024,31.29,55.28,4.581612187,10.78,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",1/13/2024,20.69,69.69,0.829366453,10.79,Clear,Yes,Low
"Kochi, Kerala",1/14/2024,27.86,71.7,1.390198464,14.31,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",4/19/2024,38.54,36.27,1.225203868,9.99,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",1/7/2024,34.64,62.13,6.776224503,17.29,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",1/15/2024,27.68,33.3,10.81975613,13.7,Heavy Rainfall,No,High
"Gandhar, Gujarat",4/28/2024,33.25,57.98,4.388456616,10.24,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",3/22/2024,37.01,48.69,8.254907967,19.85,Heavy Rainfall,No,High
"Mumbai, Maharashtra",3/8/2024,33.85,86.04,9.771977895,21.48,Heavy Rainfall,No,High
Delhi,1/9/2024,16.89,31.6,8.019351648,29.53,Heavy Rainfall,No,High
"Bengaluru, Karnataka",1/4/2024,39.4597211,71.26848969,9.596386019,22.31919408,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",4/20/2024,33.56,89.51,0.960282909,13.4,Clear,Yes,Low
"Raipur, Chhattisgarh",3/16/2024,33.17,34.37,8.073923135,23,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2/17/2024,34.21,54.26,9.358778378,10.95,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",5/2/2024,20.98,37.04,5.899767227,6.8,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",1/24/2024,30.01,44.78,2.143290836,8.39,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",1/28/2024,37.53,53.4,9.957593933,22.3,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",2/23/2024,34.26,68.51,3.893644784,12.05,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",4/24/2024,34.19,53.8,2.298700926,10.98,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2/19/2024,32.57,55.86,8.315340763,14.98,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",1/4/2024,27.06,38.87,0.99412981,26.21,Clear,Yes,Low
"Pata, Uttar Pradesh",1/23/2024,29.85,74.96,3.186104374,9.39,Moderate Rainfall,Yes,Low
"Kochi, Kerala",5/1/2024,25.66,79.31,0.869108015,6.29,Clear,Yes,Low
"Kota, Rajasthan",4/3/2024,29.85,41.73,2.393209356,9.01,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",4/6/2024,33.08,62.83,6.736963284,17.07,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",5/8/2024,28.42,30.94,6.062301282,19.39,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",4/25/2024,28.26,63.73,8.994053395,17,Heavy Rainfall,No,High
"Jamnagar, Gujarat",4/1/2024,31.74,43.89,6.346238134,15.48,Moderate Rainfall,Yes,High
"Mumbai, Maharashtra",1/19/2024,27.71,87.09,1.385642865,23.38,Moderate Rainfall,Yes,Low
Delhi,3/29/2024,27.96,58.39,5.388158207,28.72,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2/8/2024,37.43945095,30.63512803,1.200362511,29.69513692,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",1/9/2024,35.13,70,8.241188655,15.47,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",1/6/2024,30.62,57.62,9.127342618,9.75,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2/4/2024,25.03,59.03,1.920130795,19.56,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",4/7/2024,26.56,40,0.316396387,13.03,Clear,Yes,Low
"Hazira, Gujarat",4/12/2024,28.3,41.93,8.100974283,18.19,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2/10/2024,35.79,51.32,8.728995956,28.65,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",3/18/2024,28.92,62,6.003084986,21.56,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",5/16/2024,30.24,63.1,3.136978082,21.63,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2/19/2024,23.97,56.41,3.025853377,21.95,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",1/13/2024,36.83,41.06,5.530800399,25.45,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",1/31/2024,25.66,46.11,5.327126394,11.84,Moderate Rainfall,Yes,High
"Kochi, Kerala",1/4/2024,30.99,74.01,1.102532938,16.34,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",3/24/2024,26.27,40.87,3.413724837,10.57,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",3/11/2024,32.05,38.05,2.324733774,13.08,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2/4/2024,36.23,39.21,6.924750505,10.59,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",4/23/2024,32.01,64.95,7.685126746,19.44,Heavy Rainfall,No,Low
"Jamnagar, Gujarat",4/18/2024,33.17,52.04,9.205662188,14.23,Heavy Rainfall,No,High
"Mumbai, Maharashtra",3/3/2024,30.65,67.75,2.98406127,15.28,Moderate Rainfall,Yes,Low
Delhi,4/3/2024,37.7,29.72,1.942732565,23.78,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",3/5/2024,32.8762409,78.79769635,6.195858259,7.078053071,Moderate Rainfall,Yes,High
"Chennai, Tamil Nadu",3/26/2024,34.08,61.86,4.140818828,13.42,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",4/18/2024,20.08,50.25,6.916648673,18.59,Moderate Rainfall,Yes,High
"Agra, Uttar Pradesh",2/10/2024,35.25,30.98,9.303611649,15.58,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",3/9/2024,32.25,36.36,3.660051203,14.37,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",1/5/2024,32.35,43.39,3.179060966,5.58,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",1/13/2024,29.75,49.61,1.255897465,15.32,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",4/29/2024,37.33,73.9,1.290849663,12.88,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2/24/2024,28.23,57.07,4.659828152,20.48,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2/8/2024,24.39,34.11,4.856085926,26.86,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",5/12/2024,31.71,49.67,3.724548656,19.47,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",4/11/2024,16.09,56.19,3.711018277,4.37,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2/7/2024,31.38,81.1,3.001114333,6.71,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",5/9/2024,36.7,22.63,6.362193109,16.32,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",4/23/2024,35.36,57.95,4.970844637,21.22,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",4/18/2024,32.74,37.99,6.13405301,11.17,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",5/13/2024,28.67,52.32,0.996707335,12.91,Clear,Yes,Low
"Jamnagar, Gujarat",2/26/2024,36.67,45.79,3.684370579,11.61,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2/4/2024,31.73,84.69,0.544292841,23.72,Other,Yes,Low
Delhi,3/9/2024,13.05,49.89,1.325295625,8.28,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2/9/2024,-5.327113422,79.7384309,2.056820939,16.74748645,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",3/11/2024,25.44,84.01,9.896666122,9.18,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",1/25/2024,36.42,46.28,6.543206231,20.01,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",4/14/2024,25.99,36.08,2.568150506,9.8,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",3/25/2024,21.33,51.28,0.176566236,6.18,Other,Yes,Low
"Hazira, Gujarat",5/4/2024,32.21,53.34,3.975706976,8.83,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",3/20/2024,26.72,52.4,5.326669928,23.04,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",4/25/2024,26.93,60.28,1.654804003,24.98,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",1/22/2024,33.96,49.1,2.177580345,17.26,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",3/23/2024,31.57,36.48,0.547885858,17.08,Other,Yes,Low
"Bijaipur, Madhya Pradesh",2/21/2024,35.45,48.48,7.524072847,16.43,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",3/27/2024,22.18,47.13,9.836977583,9.22,Heavy Rainfall,No,High
"Kochi, Kerala",2/8/2024,25.67,77.07,4.237340069,5.54,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",5/7/2024,26.02,46.07,6.838686782,19.74,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2/28/2024,31.58,60.61,9.385931409,14.64,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",4/20/2024,27.98,49.04,0.65731549,13.38,Other,Yes,Low
"Gandhar, Gujarat",3/14/2024,33.82,65.2,7.215090179,19.2,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2/24/2024,34.12,57.25,5.614798473,7.42,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",5/11/2024,30.42,74.59,5.256097574,22.08,Moderate Rainfall,Yes,Low
Delhi,2/12/2024,27.25,53.85,1.067369404,22.55,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",4/15/2024,37.22605332,73.94231895,8.332926044,12.34526968,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",3/27/2024,36.45,85.01,4.132906088,13.78,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",3/29/2024,25.48,58.54,7.111441144,12.81,Heavy Rainfall,No,Low
"Agra, Uttar Pradesh",2/4/2024,31.5,46.89,7.348930294,17.56,Heavy Rainfall,No,Low
"Noida, Uttar Pradesh",1/17/2024,23.88,45.61,0.759420608,11.36,Clear,Yes,Low
"Hazira, Gujarat",3/23/2024,35.03,52.22,9.752990603,5.56,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2/11/2024,26.76,46.85,6.560148051,18.18,Moderate Rainfall,Yes,High
"Kakinada, Andhra Pradesh",5/10/2024,29.05,79.7,6.793700601,23.26,Moderate Rainfall,Yes,High
"Jagdishpur, Uttar Pradesh",4/7/2024,31.71,63.11,4.572630314,17.53,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",5/3/2024,20.77,32.63,6.639085402,15.4,Moderate Rainfall,Yes,High
"Bijaipur, Madhya Pradesh",3/28/2024,24.63,56.14,2.093201887,24.99,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",5/2/2024,22.18,46.89,4.523074748,6.8,Moderate Rainfall,Yes,Low
"Kochi, Kerala",4/27/2024,30.64,89.98,6.798710343,17.29,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2/16/2024,37.31,44.22,9.06417249,16.54,Heavy Rainfall,No,High
"Nagpur, Maharashtra",1/17/2024,29.32,52.57,0.696793318,13.76,Clear,Yes,Low
"Indore, Madhya Pradesh",2/9/2024,30.67,40.28,8.821133702,10.65,Heavy Rainfall,No,High
"Gandhar, Gujarat",2/23/2024,27.34,50.18,8.5506103,15.11,Heavy Rainfall,No,High
"Jamnagar, Gujarat",1/5/2024,26.5,41.23,9.637922493,18.13,Heavy Rainfall,No,High
"Mumbai, Maharashtra",3/12/2024,26.08,81.48,2.634158182,13.28,Moderate Rainfall,Yes,Low
Delhi,2/2/2024,13.66,53.56,9.342653351,15.21,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2/8/2024,37.39699581,87.94434096,3.528427072,1.340234336,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",3/23/2024,25.62,82.14,1.57227882,10.67,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",4/4/2024,30.15,64.97,2.954522171,19.92,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",5/9/2024,32.81,50.46,0.940742386,14.13,Clear,Yes,Low
"Noida, Uttar Pradesh",3/6/2024,15.58,37.78,7.353400099,16.62,Heavy Rainfall,No,Low
"Hazira, Gujarat",1/3/2024,28.23,61.71,6.596555185,9.32,Moderate Rainfall,Yes,High
"Vijaipur, Madhya Pradesh",2/28/2024,39.15,57.7,8.849892911,23.17,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",1/11/2024,27.57,78.11,3.103010947,28.98,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",3/1/2024,19.69,45.32,9.701617962,21.68,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",4/4/2024,22.3,35.43,0.862239838,15.84,Clear,Yes,Low
"Bijaipur, Madhya Pradesh",2/12/2024,35,38.56,2.188695761,19.44,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",3/21/2024,21.73,70.11,2.273998378,4.98,Moderate Rainfall,Yes,Low
"Kochi, Kerala",4/17/2024,31.53,73.64,0.862115016,12.91,Other,Yes,Low
"Kota, Rajasthan",1/22/2024,30,45.82,7.965226975,5.16,Heavy Rainfall,No,High
"Nagpur, Maharashtra",4/18/2024,26.91,42.31,4.378731798,12,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",1/23/2024,28.95,34.48,3.635347176,19.39,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",4/19/2024,29.28,59.15,3.349571341,15.84,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2/8/2024,25.52,50.92,2.477626586,12.61,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2/2/2024,25.21,79.08,6.861788409,20.49,Moderate Rainfall,Yes,Low
Delhi,4/8/2024,33.91,51.46,1.138934056,11.02,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",3/7/2024,32.00573033,67.96535807,5.71086038,6.8573343,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",5/1/2024,29.28,69.24,1.350985235,11.3,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2/18/2024,25.05,59.83,1.365059509,9.35,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2/22/2024,31.88,33.81,10.27278571,16.86,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2/24/2024,27.39,51.73,6.664758466,19.09,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",1/4/2024,30.79,67.39,3.746488593,17.53,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",5/18/2024,24.57,45.09,6.821472638,27.3,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",4/12/2024,32.49,68.38,3.638549253,11.65,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",4/19/2024,28.43,64.14,4.060825887,9.58,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",4/22/2024,36.67,58.32,6.713608449,27.21,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",1/16/2024,36.13,54.31,2.311150292,17.38,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",5/9/2024,11.72,73.89,6.901336129,6.49,Moderate Rainfall,Yes,High
"Kochi, Kerala",3/8/2024,28.7,91.16,6.172973897,15.91,Moderate Rainfall,Yes,High
"Kota, Rajasthan",5/4/2024,38.22,36.2,2.453757491,7.73,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2/26/2024,39.63,45.21,2.004238473,22.35,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",5/4/2024,31.97,50.76,1.245899365,18.65,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",3/21/2024,31.29,56.48,3.377271292,13.69,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",5/12/2024,24.08,60.6,1.656451563,5.43,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",4/20/2024,27.33,62.22,4.577853122,12.31,Moderate Rainfall,Yes,Low
Delhi,1/10/2024,32.47,20.05,2.608849933,6.15,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",1/20/2024,32.35126578,30.14150253,0.184361126,17.45987013,Clear,Yes,Low
"Chennai, Tamil Nadu",3/16/2024,27.14,80.15,9.484256375,12.54,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2/21/2024,31.95,44.02,9.260612083,11.38,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",4/10/2024,19.6,56.16,3.036688185,15.93,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2/25/2024,33.55,48.83,2.732380117,5.73,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2/10/2024,30.81,50.45,6.057896266,7.57,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",4/8/2024,27.95,46.91,7.850430074,19.86,Heavy Rainfall,No,Low
"Kakinada, Andhra Pradesh",3/11/2024,30.32,79.97,9.657802188,19.94,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",1/3/2024,19.66,48.43,0.215734188,12.3,Clear,Yes,Low
"Bina, Madhya Pradesh",2/4/2024,33.24,39.22,7.123862889,13.35,Heavy Rainfall,No,Low
