Temperature,Wind speed,Rain in mm,Location,Work Suitability
43.96105353,91.19192334,66.93176399,Bangalore,No
38.39883455,90.92462168,36.07682723,Bangalore,No
32.18189684,14.5301147,91.80796147,Vijaipur,No
43.53283222,81.82859059,47.64047854,Guwahati,No
20.19812444,1.728330656,10.73660869,Vijaipur,Yes
40.78090329,90.43908203,34.23647275,Guwahati,No
28.15049715,7.50595402,45.26083743,Vijaipur,Yes
23.43217387,9.002883893,73.89345215,Bangalore,No
32.49329438,3.246938862,8.529630814,Guwahati,Yes
32.57209668,28.62727631,81.6206709,Guwahati,No
43.54053891,78.50534177,103.7465369,Guwahati,No
45.8704653,91.49960107,61.09548387,Bangalore,No
20.30256253,11.1074358,64.16048655,Guwahati,No
22.23973318,2.384701249,68.34522648,Bangalore,No
49.71347079,65.20244417,30.2254911,Bangalore,No
15.63536352,14.97175326,53.25176519,Bangalore,No
12.18264602,11.66645055,23.70012087,Guwahati,Yes
35.09965984,11.95215974,75.8789663,Vijaipur,No
18.93896234,2.951943831,49.10937018,Bangalore,Yes
32.85047513,10.95439148,32.4914294,Bangalore,Yes
38.71925079,52.52761117,88.28473225,Bangalore,No
40.71005928,63.14508271,1.38353216,Guwahati,No
39.94980307,47.39306323,24.74161171,Guwahati,Yes
35.76125577,46.45177869,76.76969092,Vijaipur,No
32.69840192,10.45395657,11.23903102,Guwahati,Yes
19.23881301,14.9963983,96.65339836,Bangalore,No
22.9780245,1.672132399,86.92887054,Vijaipur,No
12.0616126,3.746685177,73.46695499,Vijaipur,No
27.61824281,4.963009063,88.31499258,Bangalore,No
17.48118985,12.82632669,44.2715112,Bangalore,Yes
31.37200349,2.619105916,89.25505489,Guwahati,No
16.51537933,6.752333976,76.54527522,Bangalore,No
29.78666281,4.586574125,84.13262022,Guwahati,No
31.17009525,2.173007001,62.1168467,Vijaipur,No
12.21613865,8.428413433,35.41714694,Vijaipur,Yes
47.53960302,32.99099394,52.86380245,Vijaipur,No
29.50257838,11.37888404,10.19935793,Bangalore,Yes
42.44227598,68.67912586,37.14084017,Bangalore,No
18.28697911,6.765051694,9.170793579,Vijaipur,Yes
28.61563608,11.44616579,4.295222571,Guwahati,Yes
24.76502927,10.36624186,63.71291549,Guwahati,No
18.25484372,1.875408466,0,Vijaipur,Yes
46.2889549,39.16193302,40.31043352,Vijaipur,No
29.66272497,1.907006038,70.94420606,Vijaipur,No
19.4735342,1.295799125,6.713796047,Guwahati,Yes
18.46322629,2.829716213,40.43239375,Guwahati,Yes
26.82683132,1.974555344,65.94052118,Vijaipur,No
26.00859519,10.4995059,0.743193423,Bangalore,Yes
31.6348871,15.07336173,10.41433038,Bangalore,Yes
19.79526895,9.757023424,35.4080947,Bangalore,Yes
19.71209203,11.39547686,5.943540314,Bangalore,Yes
36.35451142,33.63549362,82.42963055,Vijaipur,No
24.2567193,11.8196093,6.143836371,Bangalore,Yes
23.10444467,12.42026686,85.9307741,Bangalore,No
33.82837405,2.72927711,60.57253514,Bangalore,No
26.5454558,12.73776473,75.40007741,Bangalore,No
49.10433753,49.45092345,41.01099284,Bangalore,No
39.28500841,70.89864318,16.05076433,Bangalore,No
19.57131321,11.52677298,87.93019496,Bangalore,No
26.08005425,3.320714753,27.97715811,Bangalore,Yes
13.90079383,5.896609327,92.8913384,Vijaipur,No
30.27002011,10.00794855,67.98928231,Bangalore,No
23.61130104,11.92088098,92.2333306,Vijaipur,No
35.86018747,5.476198942,63.02397784,Bangalore,No
18.616102,3.283045961,9.200620242,Guwahati,Yes
41.34286186,44.73558154,28.15958279,Vijaipur,Yes
18.24903759,6.804475298,71.88574609,Guwahati,No
49.4555921,40.44448917,39.95821771,Guwahati,No
31.80469459,7.75595057,99.13209486,Guwahati,No
26.71816988,12.62867283,44.69579891,Vijaipur,Yes
28.01805485,11.70815129,5.081307094,Bangalore,Yes
23.12426338,0.2934376,88.12531119,Guwahati,No
27.07175472,1.934236187,51.09655972,Vijaipur,No
27.0592745,4.446494479,88.69940549,Vijaipur,No
25.00686435,8.038385739,75.38403504,Guwahati,No
24.21884097,5.351589586,5.020241082,Vijaipur,Yes
18.24756045,8.784654093,27.28738631,Vijaipur,Yes
24.89014287,6.719538119,57.66829531,Bangalore,No
28.99640634,0.910163942,2.459434149,Vijaipur,Yes
27.78116699,8.596213434,75.9204888,Vijaipur,No
20.54972499,12.80763556,31.88976767,Guwahati,Yes
23.55244157,14.24270993,39.08808577,Bangalore,Yes
26.71847127,3.743124816,4.648781132,Bangalore,Yes
14.55055684,15.00016273,42.67449675,Guwahati,Yes
37.87557827,77.36201778,56.9184033,Guwahati,No
23.66951507,5.527218726,66.84284848,Bangalore,No
18.90820994,8.318757524,91.0220106,Guwahati,No
32.64695003,4.079464329,64.36522909,Vijaipur,No
49.00720076,63.42823237,93.79949179,Bangalore,No
23.77282153,3.815190348,8.952378025,Guwahati,Yes
32.72674286,14.47088913,23.16266698,Bangalore,Yes
45.03041166,89.92182363,91.42867455,Vijaipur,No
42.3261378,93.41149135,46.95910705,Guwahati,No
28.84046101,1.482764567,75.49227939,Guwahati,No
46.22740911,47.0012314,76.62516869,Guwahati,No
49.4048356,49.87792638,52.73067388,Bangalore,No
28.08251689,13.86902214,96.71251062,Bangalore,No
20.41439682,6.788759654,86.03713885,Vijaipur,No
47.73617927,84.6156407,60.2807164,Bangalore,No
14.64069687,7.139558175,74.00066249,Bangalore,No
12.84904291,5.334032466,76.87115297,Bangalore,No
16.80290926,12.81555667,32.84970454,Guwahati,Yes
28.16188415,3.002504677,10.01540867,Bangalore,Yes
30.64456486,12.69011962,70.63882687,Vijaipur,No
30.96062611,10.02062281,0,Guwahati,Yes
19.04702958,9.263248867,61.65426404,Bangalore,No
44.9307719,86.06081714,40.69718088,Guwahati,No
26.04023163,4.075473856,61.28922066,Vijaipur,No
33.15645877,14.72506811,40.18793215,Bangalore,Yes
24.76471311,7.132485545,11.29149513,Bangalore,Yes
20.45218642,2.449304615,43.2828628,Bangalore,Yes
26.12025249,2.932192678,65.9960234,Guwahati,No
32.29078351,11.84149858,91.59353151,Guwahati,No
22.69958545,8.833044576,41.93922954,Vijaipur,Yes
46.39316997,35.2852378,49.86976165,Vijaipur,No
20.7315763,2.793218216,40.41151055,Guwahati,Yes
25.87412507,3.689009045,95.48505601,Bangalore,No
43.92355833,70.79116664,28.3405314,Bangalore,No
32.75719335,4.785619399,80.47458935,Guwahati,No
20.43577455,1.828769663,6.287080458,Bangalore,Yes
31.32670705,15.83011587,22.3107984,Vijaipur,Yes
22.35371602,6.164866665,8.408255535,Guwahati,Yes
30.47136621,10.97145208,58.63569872,Vijaipur,No
34.7290214,4.037919703,51.7434668,Bangalore,No
47.76118122,51.65703674,42.43654284,Bangalore,No
24.15528969,6.646230923,81.43977029,Guwahati,No
26.72972829,15.14218245,6.355043782,Vijaipur,Yes
20.59250734,3.484702703,27.13515766,Guwahati,Yes
18.69841451,8.391230119,84.73714978,Guwahati,No
20.67712855,1.651823015,107.8815613,Bangalore,No
34.27719689,8.588077153,20.02442334,Guwahati,Yes
23.97204778,3.302389961,26.75456048,Bangalore,Yes
33.18416094,2.875940572,72.16058673,Guwahati,No
28.6232432,10.99900691,18.74665016,Vijaipur,Yes
43.77772089,41.58839666,32.55763917,Guwahati,Yes
32.81060849,42.39485584,88.42948988,Vijaipur,No
31.92108716,1.734237534,79.76728133,Guwahati,No
21.48098796,5.553103608,93.77964576,Bangalore,No
30.72631418,6.122639393,27.53502387,Guwahati,Yes
27.62714666,4.352456267,87.38138687,Guwahati,No
18.91344079,14.74343514,0,Vijaipur,Yes
38.82452102,92.59125973,36.39477997,Bangalore,No
20.46254272,9.119459767,41.97929191,Bangalore,Yes
27.72229391,2.055305519,79.5522445,Bangalore,No
28.59829217,2.484509446,86.38567886,Bangalore,No
25.09303278,8.572505589,39.01737664,Bangalore,Yes
21.47310648,3.585590841,67.88482739,Vijaipur,No
42.75956918,91.90506844,30.2641778,Guwahati,No
39.36336947,78.95573813,98.88965234,Guwahati,No
26.73385223,11.45023797,64.6092693,Guwahati,No
19.8034102,0.931378715,71.00637682,Bangalore,No
44.47899948,36.85326324,77.50479807,Vijaipur,No
46.59805741,35.8586721,27.28984295,Bangalore,No
21.13548664,12.21728172,35.87384408,Vijaipur,Yes
13.92774977,7.981480636,31.49551926,Bangalore,Yes
31.82915837,14.18914142,75.38771728,Bangalore,No
32.91779253,9.773178832,79.73039818,Guwahati,No
12.83007352,10.76031435,58.39211941,Guwahati,No
20.7138838,15.58231496,52.4922794,Vijaipur,No
27.73967364,7.388087713,28.21193991,Bangalore,Yes
32.16131881,6.005578834,62.19754569,Bangalore,No
49.26197372,53.10853097,51.53186074,Vijaipur,No
15.44023559,6.324407789,82.41292406,Guwahati,No
46.65242279,77.89687412,104.8543689,Guwahati,No
43.69126636,75.46113742,87.53775406,Vijaipur,No
29.10064186,13.25458613,103.0407756,Guwahati,No
34.88468488,8.116483057,92.1022712,Guwahati,No
24.81219981,3.217946868,4.402963862,Guwahati,Yes
30.5224126,5.623265381,65.30161029,Vijaipur,No
36.46913938,12.60409167,83.02873772,Guwahati,No
26.89176351,9.013478527,48.65998613,Vijaipur,Yes
28.50667762,10.57475658,66.49885097,Bangalore,No
28.83035457,7.176930591,58.75805732,Bangalore,No
16.7255898,5.823104453,61.27717383,Vijaipur,No
18.77802227,15.92274615,30.43557529,Guwahati,Yes
32.21206744,8.491349131,39.74946085,Guwahati,Yes
31.46483585,10.03366373,36.43979613,Vijaipur,Yes
39.23139089,53.47348729,51.2881766,Vijaipur,No
44.34306995,95.34713325,78.53230363,Guwahati,No
49.79385722,55.09519984,60.24316575,Guwahati,No
33.87734939,6.957102456,81.8653463,Guwahati,No
25.52527212,6.570061723,37.50842983,Bangalore,Yes
14.54332776,13.38372996,18.39060282,Guwahati,Yes
20.73275673,0.862627538,66.77361972,Bangalore,No
33.07361811,9.56833542,76.86805619,Vijaipur,No
27.64858746,1.865544217,14.48790524,Bangalore,Yes
50.20086215,48.53101616,37.79391495,Vijaipur,No
17.08581666,4.734649268,100.4127024,Vijaipur,No
22.79466546,8.088614656,32.87039646,Bangalore,Yes
28.39546101,3.633810252,77.01207109,Guwahati,No
14.95225973,8.398810357,62.01168867,Bangalore,No
36.00904568,9.305891032,12.27899959,Guwahati,Yes
48.89526025,74.42051373,18.00133234,Bangalore,No
29.03762801,7.515052519,75.46242611,Vijaipur,No
35.20547921,97.10079629,92.86149041,Guwahati,No
25.97557914,5.588485755,60.86450983,Vijaipur,No
46.09062199,62.86387937,59.08355611,Bangalore,No
29.61861094,4.373191026,79.83765608,Bangalore,No
38.78851372,79.5925959,53.10567527,Guwahati,No
39.64433602,83.49613716,32.32698584,Vijaipur,No
23.86827635,2.358624828,24.05087819,Vijaipur,Yes
22.60341912,10.67926572,11.58018933,Guwahati,Yes
48.07485784,83.34948724,36.16522992,Vijaipur,No
32.38526393,7.288346863,8.118761551,Vijaipur,Yes
33.0643216,1.362531578,21.25537192,Guwahati,Yes
39.74235461,62.66178276,7.886427448,Guwahati,No
29.09574377,8.810647408,61.59201847,Bangalore,No
35.92199135,47.52965714,22.27506872,Guwahati,Yes
33.81859513,6.164597217,89.46872449,Bangalore,No
40.24245128,30.49196294,85.03584484,Guwahati,No
28.50253914,6.960532223,38.53533027,Vijaipur,Yes
22.97866015,1.857304771,31.50856398,Guwahati,Yes
24.23081784,11.99698374,87.03700303,Guwahati,No
21.37395553,1.338202136,7.778109274,Vijaipur,Yes
12.81395275,9.782080861,30.18392576,Vijaipur,Yes
46.71596507,38.18479825,83.12383898,Vijaipur,No
40.14944771,55.29055722,32.68238103,Guwahati,No
34.96796662,45.23202023,95.84841828,Guwahati,No
48.75789861,67.90177664,51.05479029,Guwahati,No
27.54456918,11.98400571,39.28290286,Guwahati,Yes
42.54988646,29.17898254,52.05429055,Guwahati,No
15.02460223,9.531803305,49.58050801,Vijaipur,Yes
42.78790516,36.68856977,86.85008522,Bangalore,No
48.46582082,73.91047656,70.02623254,Guwahati,No
18.02560697,4.248775558,4.008510041,Guwahati,Yes
25.23668012,8.626736097,11.8028488,Bangalore,Yes
22.02951259,7.200695778,36.37144307,Bangalore,Yes
19.24794467,14.35093665,2.142754662,Guwahati,Yes
18.68361511,11.24268418,32.08325048,Vijaipur,Yes
32.04898737,8.629092991,26.4129613,Guwahati,Yes
31.05807677,11.58180191,41.44629177,Bangalore,Yes
49.05787574,46.53254356,40.43131366,Bangalore,No
27.37910189,3.643883999,16.49410426,Guwahati,Yes
29.43703266,5.246792097,34.60363239,Vijaipur,Yes
35.38878928,96.86856095,25.42914509,Guwahati,No
18.51604886,8.252940722,25.18552914,Bangalore,Yes
19.52335599,7.057608919,63.72069885,Guwahati,No
43.65399254,41.36680981,53.06716633,Bangalore,No
31.3008911,4.398250937,60.23442932,Bangalore,No
33.02493243,5.601908695,3.018439967,Bangalore,Yes
24.77684979,9.699027775,95.9867051,Bangalore,No
35.82019447,31.04949523,102.8005627,Vijaipur,No
26.7623766,1.866986437,61.87778885,Vijaipur,No
29.94898982,5.880223785,95.87380029,Guwahati,No
46.38762981,37.19036304,0,Vijaipur,No
40.4568142,98.5378593,45.29014272,Guwahati,No
35.91802235,11.96172913,21.41093608,Vijaipur,Yes
29.04021939,10.14770915,63.00878849,Guwahati,No
22.79664386,11.86557942,44.59939633,Vijaipur,Yes
18.80397495,7.096408658,85.6844745,Guwahati,No
24.61028878,11.58360502,42.73092816,Bangalore,Yes
23.79341345,9.542239544,8.985811354,Vijaipur,Yes
50.67678339,94.64083064,88.60526502,Vijaipur,No
16.4656179,7.750544148,3.795000933,Bangalore,Yes
18.41245104,7.64173087,7.478485085,Vijaipur,Yes
36.35067636,2.548246015,95.26351507,Bangalore,No
16.62918125,13.31116077,0,Vijaipur,Yes
32.93687231,5.204753417,27.36251668,Bangalore,Yes
13.75475003,6.145709937,21.39247792,Bangalore,Yes
20.61023108,11.76933805,69.0867053,Bangalore,No
20.42525087,5.863840717,79.57987095,Vijaipur,No
21.24655485,8.839229984,4.498071726,Bangalore,Yes
21.06284493,6.829646624,10.53084067,Guwahati,Yes
33.19815912,10.23502867,95.31296001,Vijaipur,No
34.73185989,26.58315613,65.47139821,Bangalore,No
31.8525196,6.096120093,46.67136496,Bangalore,Yes
31.20092096,4.135568353,71.49619257,Vijaipur,No
25.8890019,7.297271553,34.7171974,Guwahati,Yes
47.95864814,72.70334334,24.55339459,Vijaipur,No
14.92086605,6.590388793,32.0925852,Bangalore,Yes
19.19723538,9.937239041,33.25560418,Bangalore,Yes
34.45770372,12.24462491,77.19344468,Bangalore,No
35.8538649,6.396089719,3.654735684,Guwahati,Yes
21.34009719,7.726254838,96.27482598,Vijaipur,No
49.42016203,73.13864833,32.59789258,Guwahati,No
29.19790349,12.14209057,31.18090994,Guwahati,Yes
15.58893057,9.181516954,107.3966977,Guwahati,No
19.67859317,0.825002352,72.32243791,Vijaipur,No
21.75370481,1.343717451,101.3609916,Bangalore,No
20.49176464,12.11037697,41.61493641,Guwahati,Yes
12.14706136,7.246560209,75.05018007,Bangalore,No
28.13248572,3.089008364,4.216312513,Bangalore,Yes
21.03409065,3.291079738,36.82688333,Bangalore,Yes
37.92228129,10.74241903,70.64701569,Vijaipur,No
18.43686214,10.71958199,75.22302181,Vijaipur,No
37.73912017,12.93677499,30.22943488,Vijaipur,Yes
19.61110837,3.836798541,68.18141488,Bangalore,No
15.32745952,2.326722478,11.56556734,Vijaipur,Yes
39.92364027,98.29973134,17.11636362,Guwahati,No
36.1686262,7.304806068,12.95682597,Bangalore,Yes
17.9821688,7.588033688,91.38052719,Guwahati,No
33.80110093,12.62424304,16.89969376,Vijaipur,Yes
41.01089805,88.33937576,85.48367683,Bangalore,No
35.59179823,11.61725102,45.13498328,Vijaipur,Yes
27.25133584,5.665275604,72.87062313,Guwahati,No
27.95808718,10.79262843,43.3667592,Guwahati,Yes
36.28252137,1.908176755,66.78891549,Vijaipur,No
21.16658974,6.081834601,50.18956546,Bangalore,No
28.30519494,3.754477846,68.78050369,Bangalore,No
16.83364048,8.729833301,21.74192894,Bangalore,Yes
37.47864156,89.45520651,55.1708556,Bangalore,No
27.93660159,8.304433974,73.30308993,Vijaipur,No
31.99998395,4.615104054,70.46417971,Guwahati,No
34.36744445,15.8949366,62.99258434,Guwahati,No
19.93390899,4.525725513,62.24936879,Guwahati,No
40.80204211,75.6453461,72.03243185,Vijaipur,No
33.50129187,4.455836687,44.67465339,Guwahati,Yes
28.34372806,4.496759902,24.52060623,Vijaipur,Yes
46.57718693,78.78332429,90.15521985,Vijaipur,No
19.08869424,10.59326902,14.39204693,Bangalore,Yes
39.18977198,42.10812031,76.12570374,Bangalore,No
25.37962598,11.65667351,47.26488907,Bangalore,Yes
21.19670444,4.857050815,30.02825064,Vijaipur,Yes
26.95451446,14.42232469,49.27575613,Vijaipur,Yes
48.51679358,53.97245417,93.51191896,Vijaipur,No
30.90641978,14.53071432,11.6009241,Vijaipur,Yes
21.64440179,4.377270438,47.94072286,Vijaipur,Yes
12.48700952,11.89606591,92.63397447,Bangalore,No
29.47068954,13.21920718,46.56855246,Bangalore,Yes
18.90595672,8.512349419,14.65072408,Guwahati,Yes
22.05203359,2.517673777,36.91948423,Bangalore,Yes
36.22468738,87.22776609,68.5162963,Vijaipur,No
22.37922782,3.416207524,43.72214993,Vijaipur,Yes
49.54560001,51.01662371,59.78801296,Bangalore,No
33.93419455,5.632339973,77.77027417,Guwahati,No
31.82781163,2.34089428,65.48209025,Vijaipur,No
38.46337665,5.183592406,38.33960576,Vijaipur,Yes
26.85059442,10.66196469,35.51058144,Guwahati,Yes
33.7806302,13.3146066,37.4832109,Guwahati,Yes
28.28593636,11.06632775,62.42594019,Vijaipur,No
32.55240209,11.85738519,22.86141158,Bangalore,Yes
30.27807605,6.488231274,22.33234147,Vijaipur,Yes
28.90111172,7.527268362,13.11259828,Bangalore,Yes
40.11559687,62.82076734,88.43672861,Guwahati,No
30.06227021,6.394434752,37.45364082,Vijaipur,Yes
46.95559673,67.41811438,43.13245839,Bangalore,No
38.74257612,27.44903028,95.21792478,Bangalore,No
30.049435,0.1524408,97.10195117,Guwahati,No
42.85335661,45.16426918,25.03217194,Guwahati,Yes
44.6610341,64.31500574,30.02511759,Guwahati,No
36.94516762,7.977921236,45.03661089,Bangalore,Yes
50.77784187,77.19729248,35.40771237,Bangalore,No
37.44093047,35.0583275,41.35065028,Guwahati,Yes
30.21570573,7.822126569,20.61740178,Vijaipur,Yes
29.15957289,0.602141307,97.04846807,Bangalore,No
10.2209695,4.847071688,61.7600253,Vijaipur,No
18.23973412,10.92015311,97.46797704,Bangalore,No
33.36965317,3.939628847,93.25959548,Guwahati,No
26.64024386,12.51747006,8.927007285,Bangalore,Yes
26.41332051,7.410826418,64.01257445,Vijaipur,No
26.0530572,3.70809,27.20252288,Vijaipur,Yes
45.95006539,50.90569115,71.07555412,Vijaipur,No
24.41113552,10.78843472,42.85744957,Guwahati,Yes
27.81470701,4.019538293,53.20015254,Bangalore,No
48.60866743,42.21225793,52.24727706,Guwahati,No
25.29982312,14.11491844,56.41707503,Vijaipur,No
43.20194441,68.92811111,96.50318564,Guwahati,No
18.8717677,2.674633995,76.26103611,Vijaipur,No
36.36646429,9.69765267,20.40740033,Guwahati,Yes
45.89086149,54.87058406,32.41404086,Guwahati,No
49.31234521,40.43257498,11.66303832,Vijaipur,No
20.22655311,14.37341648,93.57609617,Guwahati,No
27.32741176,1.813103179,89.72440016,Guwahati,No
39.99438417,57.99629439,80.08528234,Guwahati,No
34.52318021,13.98131908,92.0765702,Bangalore,No
27.12344928,6.144033112,32.09577522,Bangalore,Yes
26.78596906,2.102156037,7.422029496,Vijaipur,Yes
20.98181818,12.81326597,73.73516208,Bangalore,No
28.19605655,9.007605262,27.04582028,Bangalore,Yes
31.30673188,48.67892556,63.19939777,Guwahati,No
17.41706544,14.38894296,22.17814868,Guwahati,Yes
26.62220954,9.126354517,60.34594666,Guwahati,No
44.76483799,46.69597578,48.8143799,Bangalore,Yes
29.86935281,13.41547595,84.63898748,Vijaipur,No
15.86813558,1.690582426,90.49731409,Guwahati,No
44.28133355,68.45314649,59.96810018,Guwahati,No
30.98897812,12.12635027,76.23722442,Guwahati,No
20.90892748,6.094665925,33.87974589,Guwahati,Yes
33.5198353,10.36019588,99.17218171,Bangalore,No
48.40873536,62.27913843,92.73191324,Guwahati,No
36.77456215,99.4309527,31.2557534,Guwahati,No
35.88941799,53.60712104,89.27973438,Vijaipur,No
23.88530377,4.719690112,6.640861441,Guwahati,Yes
31.38728458,8.139461055,63.13262336,Guwahati,No
23.70231985,13.38662945,88.87351216,Bangalore,No
21.19632979,11.98604636,73.70213906,Bangalore,No
37.00473597,44.72841906,23.07206364,Guwahati,Yes
34.22371307,11.78820465,97.89221483,Vijaipur,No
15.96090483,5.775040909,101.3373711,Guwahati,No
19.03867886,11.43442438,1.532450854,Bangalore,Yes
27.98005155,7.033965179,46.31771271,Guwahati,Yes
37.85230265,67.56408612,76.14639229,Guwahati,No
38.43501526,30.48850043,83.14308449,Vijaipur,No
27.60826522,7.114493388,60.84082434,Guwahati,No
34.54198214,14.58756154,59.10674511,Guwahati,No
27.2243809,11.84797609,19.05987585,Vijaipur,Yes
46.69243257,65.39826513,30.91712394,Bangalore,No
33.08915946,4.329117128,58.02364413,Vijaipur,No
32.76181373,9.634095297,72.58035832,Guwahati,No
27.39863363,11.99054879,72.24775008,Guwahati,No
35.30511096,67.74611662,66.42339074,Bangalore,No
20.35971583,4.562836955,59.88543931,Bangalore,No
43.88794775,53.04732413,38.51009524,Guwahati,No
35.41083674,3.65636582,35.5886595,Vijaipur,Yes
45.73016974,75.28424089,25.59132247,Bangalore,No
22.96973276,11.22402642,17.37296297,Vijaipur,Yes
16.61844814,6.996924773,72.74470479,Bangalore,No
26.95298035,4.104495149,59.71700734,Bangalore,No
40.95986852,52.20380586,89.97564599,Bangalore,No
18.93003018,14.1615206,2.357270478,Vijaipur,Yes
46.03365882,56.71317853,54.99538549,Guwahati,No
31.31755688,4.502874371,30.15910407,Bangalore,Yes
45.2581457,68.65462369,42.25213287,Vijaipur,No
34.95256236,13.30717213,4.175089774,Vijaipur,Yes
28.72297037,1.917323111,60.40548945,Vijaipur,No
47.98599013,61.96636474,94.24748226,Bangalore,No
31.65919561,7.224914789,41.79051407,Guwahati,Yes
45.1628271,63.75337681,58.19054331,Bangalore,No
34.74805629,12.17873081,13.3757522,Vijaipur,Yes
32.33098431,3.874397391,99.69024436,Vijaipur,No
20.58955489,7.594909743,36.26845238,Bangalore,Yes
30.579435,13.39434966,11.55740587,Vijaipur,Yes
27.86417554,8.46259504,39.82516116,Vijaipur,Yes
22.35778315,1.202718347,60.24067655,Bangalore,No
27.42802719,5.569096054,23.71683235,Vijaipur,Yes
20.66151433,4.807023232,3.630049723,Vijaipur,Yes
33.77942161,6.751349752,63.79461008,Guwahati,No
31.95138559,7.138728814,90.43293124,Guwahati,No
45.42514335,98.59824078,29.72575935,Bangalore,No
39.37701924,45.62917193,81.5404036,Guwahati,No
33.62528613,10.18985333,8.968369008,Vijaipur,Yes
38.50223674,33.68450334,88.05337697,Vijaipur,No
28.68134337,13.48520292,48.65213422,Vijaipur,Yes
36.08789353,7.724913494,30.18755383,Guwahati,Yes
33.46451784,9.677322765,20.59251935,Bangalore,Yes
21.08376136,10.23031191,20.14628818,Vijaipur,Yes
19.95999464,15.18209595,2.774632224,Vijaipur,Yes
38.2157642,70.06270845,19.37326024,Bangalore,No
27.32599497,12.26434817,43.47850965,Vijaipur,Yes
34.68815497,15.69319219,48.85855768,Bangalore,Yes
28.44334687,3.205103086,99.14661297,Guwahati,No
28.5565994,13.12733627,51.52979469,Guwahati,No
42.25773284,78.10170604,98.63369717,Guwahati,No
27.53156751,7.13135266,6.484334697,Guwahati,Yes
31.91973279,7.664824736,33.77289737,Guwahati,Yes
31.75313986,6.702253663,62.55026889,Vijaipur,No
35.33149878,8.496101576,87.33611588,Bangalore,No
41.23661292,42.99087513,84.43616356,Bangalore,No
25.44850588,9.70176357,69.15476914,Guwahati,No
20.728329,7.797962347,6.863779773,Vijaipur,Yes
39.03133671,45.16016301,60.43423,Bangalore,No
19.05236519,6.39940363,31.5595729,Bangalore,Yes
28.39064521,4.240073502,101.9123675,Bangalore,No
32.14837465,6.986804416,31.66237436,Bangalore,Yes
25.53178967,14.30514328,37.91203814,Bangalore,Yes
21.44903992,4.635626032,40.68793524,Vijaipur,Yes
26.18713969,9.524653968,1.137277431,Bangalore,Yes
35.8042435,13.86394934,59.48243645,Bangalore,No
46.24711954,52.03363881,72.14176585,Vijaipur,No
35.91660034,49.03836585,56.28850536,Guwahati,No
45.79069139,89.7843209,75.74738149,Vijaipur,No
25.22038533,6.817344591,15.33241145,Bangalore,Yes
31.20073167,7.157929572,41.49542512,Vijaipur,Yes
20.38306677,16.83877253,75.28548773,Vijaipur,No
27.69793026,2.728793879,52.20765939,Bangalore,No
16.75645347,12.26011928,20.23048824,Vijaipur,Yes
26.29421426,11.71443894,51.13229296,Vijaipur,No
46.36411213,67.627449,48.57570443,Vijaipur,No
24.40186898,11.76547867,33.98365824,Bangalore,Yes
24.79222922,11.37592689,28.71636575,Guwahati,Yes
30.63330742,14.77530687,80.48498239,Bangalore,No
31.47772257,1.709747244,4.75522965,Guwahati,Yes
43.52114212,37.25875283,78.17611836,Bangalore,No
14.91234377,9.347074956,52.23216969,Vijaipur,No
20.66897042,1.601790091,69.29434476,Bangalore,No
16.98600294,7.377660047,54.48959225,Vijaipur,No
21.65609725,13.14378436,48.62251656,Bangalore,Yes
48.07112975,72.97643861,74.33301228,Vijaipur,No
19.66106944,3.976659036,78.55208749,Bangalore,No
28.4250356,12.74681994,17.8349904,Vijaipur,Yes
34.16354341,2.991097612,83.47017814,Guwahati,No
26.90957046,2.629316731,77.94271645,Bangalore,No
21.5004254,9.636774461,35.73792477,Bangalore,Yes
25.03987178,6.014169531,75.33120986,Bangalore,No
13.61375835,2.846337279,28.55033463,Bangalore,Yes
24.88569551,12.98326925,0,Bangalore,Yes
29.74619615,7.241345038,89.24025012,Guwahati,No
21.30138212,13.32374631,66.50440287,Vijaipur,No
28.85433443,4.943028639,26.88343869,Bangalore,Yes
21.63781477,8.297796357,38.88378007,Vijaipur,Yes
48.73312886,35.92612296,37.06324735,Guwahati,No
37.24911923,29.15017796,24.51418153,Vijaipur,Yes
33.89748224,6.33432906,22.69553752,Bangalore,Yes
31.59062855,2.901057668,32.84926749,Vijaipur,Yes
48.52280521,98.50677226,56.25765508,Guwahati,No
35.82275174,14.93476085,11.38510537,Bangalore,Yes
17.04536093,3.762249549,89.21804431,Guwahati,No
35.59493539,8.096755716,30.25108574,Vijaipur,Yes
17.99223273,2.366577431,33.06037266,Guwahati,Yes
38.76696264,74.18470142,74.06226223,Bangalore,No
19.88358779,12.65927392,25.46304814,Guwahati,Yes
21.79922402,2.958360712,62.93878464,Vijaipur,No
17.6876997,8.252356401,17.16373197,Vijaipur,Yes
29.27657512,7.832824234,60.35178175,Vijaipur,No
35.09371233,5.467186557,94.16336657,Bangalore,No
23.49664729,8.000771234,77.85458371,Vijaipur,No
39.90933195,60.36692207,31.88168672,Bangalore,No
27.43319216,11.55330856,61.68295213,Guwahati,No
40.9752412,52.08479113,50.76637606,Guwahati,No
15.64766829,12.43345356,4.968361503,Guwahati,Yes
21.0298515,15.10784386,78.83774286,Bangalore,No
40.54001883,70.31212661,94.93814031,Bangalore,No
22.02215343,7.337201436,67.48099649,Bangalore,No
34.65388839,6.932257285,95.0385097,Bangalore,No
17.09439288,15.82138525,8.700401149,Vijaipur,Yes
30.67576368,1.468399446,14.14118348,Bangalore,Yes
